data,local,divulgacao,+ pets,quantos +,castrou antes,nao pq,sexo,idade,cor,ocupacao,escolaridade,qtde pessoas moradia,qtde c/ renda,faixa de renda familiar,banheiros moradia,quartos moradia,situacao da moradia,meses
2024-04-19,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,2,Não,É o primeiro animal que tenho,Masculino,40 - 44,Pardo,"Está ocupado (a) trabalhando no momento, mas com horário ocioso (somente uma parte do dia preenchido))",Ensino Médio Completo,4,1,707-1412,1,2,É própria (a que você mora),April
2024-04-19,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,1,Sim,0,Feminino,18 - 23,Preto,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,2,0 (caso ninguém tenha renda),1413-2824,1,1,É própria (a que você mora),April
2024-04-19,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Feminino,50 - 54,Branco,"Não ocupado (a), está procurando trabalho e disponível para trabalhar",Ensino Fundamental Incompleto,2,1,1413-2824,1,2,É própria (a que você mora),April
2024-04-19,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,3,Sim,0,Feminino,40 - 44,Branco,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,5,1,1413-2824,2,3,É própria (a que você mora),April
2024-04-19,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Feminino,18 - 23,Branco,"Não ocupado (a), está procurando trabalho e disponível para trabalhar",Ensino Médio Completo,2,1,1413-2824,2,3,É própria (a que você mora),April
2024-04-19,map band,Whatsapp (grupo de faz parte),Não,0,Não,É o primeiro animal que tenho,Masculino,30 - 34,Branco,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Superior Completo,0,0 (caso ninguém tenha renda),1413-2824,1,2,É própria (a que você mora),April
2024-04-19,map band,Whatsapp (grupo de faz parte),Não,0,Não,É o primeiro animal que tenho,Feminino,35 - 39,Branco,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Superior Completo,2,2,2825-4236,1,2,É própria (a que você mora),April
2024-04-19,map band,Whatsapp (grupo de faz parte),Não,0,Não,É o primeiro animal que tenho,Feminino,35 - 39,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,4,2,2825-4236,1,2,É própria (a que você mora),April
2024-04-19,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Masculino,35 - 39,Preto,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,4,1,2825-4236,1,2,É própria (a que você mora),April
2024-04-19,map band,Whatsapp (grupo de faz parte),Não,0,Não,É o primeiro animal que tenho,Feminino,45 - 49,Branco,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Superior Completo,2,1,5649 | +,2,3,É própria (a que você mora),April
2024-04-19,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Masculino,24 - 29,Preto,"Está ocupado (a) trabalhando no momento, mas com horário ocioso (somente uma parte do dia preenchido))",Ensino Médio Completo,0,0 (caso ninguém tenha renda),707-1412,1,1,É alugada (a que você mora),April
2024-04-19,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Feminino,35 - 39,Pardo,"Está ocupado (a) trabalhando no momento, mas com horário ocioso (somente uma parte do dia preenchido))",Ensino Médio Completo,2,1,1413-2824,1,2,É própria (a que você mora),April
2024-04-19,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,2,Sim,0,Feminino,18 - 23,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Fundamental Completo,0,0 (caso ninguém tenha renda),707-1412,1,1,É própria (a que você mora),April
2024-04-22,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Sim,0,Masculino,55 - 59,Branco,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,3,1,1413-2824,1,2,É própria (a que você mora),April
2024-04-22,rio grande,Whatsapp (grupo de faz parte),Não,0,Não,0,Feminino,35 - 39,Branco,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Superior Cursando,1,0 (caso ninguém tenha renda),2825-4236,1,2,É própria (a que você mora),April
2024-04-22,rio grande,Whatsapp (grupo de faz parte),Sim,1,Sim,0,Feminino,45 - 49,Pardo,"Não ocupado (a), não está procurando trabalho e está disponível para trabalhar",Ensino Médio Cursando,1,0 (caso ninguém tenha renda),1-706,1,1,É alugada (a que você mora),April
2024-04-22,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,0,Feminino,30 - 34,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,2,2,00,1,3,É própria (a que você mora),April
2024-04-22,rio grande,Whatsapp (grupo de faz parte),Não,0,Não,Não sabia dos benefícios da castração,Feminino,60 - 100,Pardo,Fora da força de trabalho (caso não seja possível trabalhar),Ensino Superior Completo,2,0 (caso ninguém tenha renda),00,2,3,É própria (a que você mora),April
2024-04-22,rio grande,Whatsapp (grupo de faz parte),Não,0,Não,É o primeiro animal que tenho,Feminino,40 - 44,Pardo,"Não ocupado (a), não está procurando trabalho e está disponível para trabalhar",Ensino Médio Incompleto,3,1,707-1412,1,2,É própria (a que você mora),April
2024-04-22,rio grande,Whatsapp (grupo de faz parte),Não,0,Não,É o primeiro animal que tenho,Masculino,30 - 34,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Incompleto,2,1,707-1412,1,1,É alugada (a que você mora),April
2024-04-22,rio grande,Whatsapp (grupo de faz parte),Sim,Mais de 3,Sim,0,Feminino,35 - 39,Pardo,"Não ocupado (a), não está procurando trabalho e está disponível para trabalhar",Ensino Médio Completo,3,2,2825-4236,3,2,É própria (a que você mora),April
2024-04-22,rio grande,Faixa,Não,0,Não,É o primeiro animal que tenho,Feminino,30 - 34,Amarelo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Superior Incompleto,2,1,00,1,2,É própria (a que você mora),April
2024-04-22,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,Mais de 3,Sim,0,Feminino,24 - 29,Preto,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,2,1,1413-2824,1,2,É alugada (a que você mora),April
2024-04-22,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,1,Não,É o primeiro animal que tenho,Feminino,45 - 49,Branco,"Está ocupado (a) trabalhando no momento, mas com horário ocioso (somente uma parte do dia preenchido))",Ensino Médio Completo,0,0 (caso ninguém tenha renda),707-1412,1,1,É alugada (a que você mora),April
2024-04-22,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,2,Sim,0,Feminino,24 - 29,Preto,"Está ocupado (a) trabalhando no momento, mas com horário ocioso (somente uma parte do dia preenchido))",Ensino Médio Completo,3,0 (caso ninguém tenha renda),707-1412,1,1,É alugada (a que você mora),April
2024-04-24,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,1,Sim,0,Feminino,45 - 49,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Incompleto,0,0 (caso ninguém tenha renda),707-1412,1,1,É alugada (a que você mora),April
2024-04-24,rio grande,Whatsapp (grupo de faz parte),Sim,1,Não,É o primeiro animal que tenho,Feminino,40 - 44,Preto,Fora da força de trabalho (caso não seja possível trabalhar),Ensino Superior Completo,3,1,00,1,2,É alugada (a que você mora),April
2024-04-24,rio grande,Facebook,Sim,2,Não,É o primeiro animal que tenho,Feminino,45 - 49,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,2,1,1413-2824,1,2,É alugada (a que você mora),April
2024-04-24,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Feminino,45 - 49,Branco,"Não ocupado (a), está procurando trabalho e disponível para trabalhar",Ensino Fundamental Completo,4,1,1413-2824,1,1,É própria (a que você mora),April
2024-04-24,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Feminino,60 - 100,Pardo,Fora da força de trabalho (caso não seja possível trabalhar),Ensino Fundamental Cursando,0,0 (caso ninguém tenha renda),707-1412,1,1,É própria (a que você mora),April
2024-04-24,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,1,Sim,0,Feminino,50 - 54,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Incompleto,4,2,2825-4236,2,3,É própria (a que você mora),April
2024-04-24,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,2,Não,Não tinha condições financeiras,Masculino,45 - 49,Pardo,"Está ocupado (a) trabalhando no momento, mas com horário ocioso (somente uma parte do dia preenchido))",Ensino Médio Completo,1,0 (caso ninguém tenha renda),707-1412,1,1,É alugada (a que você mora),April
2024-04-24,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,1,Sim,0,Feminino,30 - 34,Preto,"Está ocupado (a) trabalhando no momento, mas com horário ocioso (somente uma parte do dia preenchido))",Ensino Médio Completo,3,1,1413-2824,1,2,É própria (a que você mora),April
2024-04-24,map band,Whatsapp (grupo de faz parte),Sim,Mais de 3,Não,Não tinha condições financeiras,Feminino,50 - 54,Branco,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Fundamental Cursando,0,0 (caso ninguém tenha renda),1413-2824,2,2,É própria (a que você mora),April
2024-04-24,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Masculino,45 - 49,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,3,1,1413-2824,2,2,É própria (a que você mora),April
2024-04-24,map band,Whatsapp (grupo de faz parte),Sim,2,Não,Não tinha condições financeiras,Feminino,24 - 29,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,2,0 (caso ninguém tenha renda),1413-2824,1,2,É própria (a que você mora),April
2024-04-24,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,Mais de 3,Sim,0,Feminino,40 - 44,Preto,Fora da força de trabalho (caso não seja possível trabalhar),Ensino Fundamental Incompleto,3,1,1413-2824,2,3,É própria (a que você mora),April
2024-04-24,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,2,Não,Não tinha condições financeiras,Feminino,24 - 29,Preto,"Não ocupado (a), não está procurando trabalho e está disponível para trabalhar",Ensino Superior Cursando,3,2,2825-4236,2,2,É alugada (a que você mora),April
2024-04-24,map band,Whatsapp (grupo de faz parte),Não,0,Não,É o primeiro animal que tenho,Masculino,30 - 34,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,0,0 (caso ninguém tenha renda),1413-2824,1,2,É própria (a que você mora),April
2024-04-24,map band,Whatsapp (grupo de faz parte),Sim,1,Não,Não tinha condições financeiras,Feminino,50 - 54,Branco,Fora da força de trabalho (caso não seja possível trabalhar),Ensino Médio Completo,0,0 (caso ninguém tenha renda),707-1412,1,2,"Não é própria, mas não paga alugue nem financiamento (a que você mora)",April
2024-04-24,map band,Whatsapp (grupo de faz parte),Não,0,Não,É o primeiro animal que tenho,Feminino,60 - 100,Pardo,"Não ocupado (a), está procurando trabalho e disponível para trabalhar",Ensino Superior Incompleto,1,1,1413-2824,1,2,É própria (a que você mora),April
2024-04-24,map band,Whatsapp (grupo de faz parte),Não,0,Não,É o primeiro animal que tenho,Feminino,40 - 44,Branco,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,3,1,1413-2824,2,3,É própria (a que você mora),April
2024-04-24,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,Mais de 3,Sim,0,Feminino,45 - 49,Pardo,Fora da força de trabalho (caso não seja possível trabalhar),Ensino Médio Incompleto,4,1,2825-4236,0 (caso não tenha banheiro),2,É própria (a que você mora),April
2024-04-24,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,0,Feminino,45 - 49,Preto,Fora da força de trabalho (caso não seja possível trabalhar),Ensino Médio Incompleto,2,1,1-706,1,2,Não se aplica,April
2024-04-24,rio grande,Whatsapp (grupo de faz parte),Não,0,Não,0,Feminino,30 - 34,Pardo,"Está ocupado (a) trabalhando no momento, mas com horário ocioso (somente uma parte do dia preenchido))",Ensino Superior Incompleto,1,1,1413-2824,1,2,É alugada (a que você mora),April
2024-04-24,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,2,Sim,É o primeiro animal que tenho,Feminino,55 - 59,Branco,Fora da força de trabalho (caso não seja possível trabalhar),Ensino Médio Cursando,3,1,1413-2824,1,1,É alugada (a que você mora),April
2024-04-24,rio grande,Whatsapp (grupo de faz parte),Sim,1,Sim,0,Feminino,24 - 29,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,4,2,5649 | +,3,3,É alugada (a que você mora),April
2024-04-25,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Feminino,60 - 100,Pardo,Fora da força de trabalho (caso não seja possível trabalhar),Ensino Médio Completo,0,0 (caso ninguém tenha renda),2825-4236,1,1,É própria (a que você mora),April
2024-04-25,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,1,Não,Não sabia dos benefícios da castração,Masculino,45 - 49,Preto,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,3,1,2825-4236,1,2,É própria (a que você mora),April
2024-04-25,map band,Carro de Som,Sim,Mais de 3,Sim,0,Feminino,60 - 100,Preto,Fora da força de trabalho (caso não seja possível trabalhar),Ensino Médio Completo,1,0 (caso ninguém tenha renda),707-1412,1,2,É própria (a que você mora),April
2024-04-25,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,1,Não,Não sabia dos benefícios da castração,Feminino,60 - 100,Branco,Fora da força de trabalho (caso não seja possível trabalhar),Ensino Médio Completo,5,2,2825-4236,2,2,É própria (a que você mora),April
2024-04-25,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,Mais de 3,Sim,0,Feminino,55 - 59,Pardo,Fora da força de trabalho (caso não seja possível trabalhar),Ensino Fundamental Completo,2,1,2825-4236,2,2,É própria (a que você mora),April
2024-04-25,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,1,Sim,0,Masculino,35 - 39,Branco,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Superior Incompleto,2,0 (caso ninguém tenha renda),2825-4236,2,2,É própria (a que você mora),April
2024-04-25,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,Mais de 3,Sim,0,Feminino,50 - 54,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Fundamental Completo,2,2,1413-2824,2,2,É própria (a que você mora),April
2024-04-25,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,1,Sim,0,Feminino,50 - 54,Pardo,"Não ocupado (a), está procurando trabalho e disponível para trabalhar",Ensino Fundamental Incompleto,3,2,1413-2824,2,2,É própria (a que você mora),April
2024-04-25,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Feminino,45 - 49,Branco,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Superior Completo,1,0 (caso ninguém tenha renda),2825-4236,1,2,É própria (a que você mora),April
2024-04-25,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Feminino,40 - 44,Pardo,"Não ocupado (a), não está procurando trabalho e está disponível para trabalhar",Ensino Médio Completo,2,1,1413-2824,1,2,É alugada (a que você mora),April
2024-04-25,rio grande,Carro de Som,Sim,2,Sim,0,Feminino,50 - 54,Preto,"Não ocupado (a), está procurando trabalho e não está disponível para trabalhar",Ensino Fundamental Completo,4,3,1413-2824,1,1,É própria (a que você mora),April
2024-04-25,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,1,Sim,0,Masculino,30 - 34,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,Mais de 5,1,1413-2824,1,2,É alugada (a que você mora),April
2024-04-25,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,2,Sim,0,Feminino,30 - 34,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,2,1,1413-2824,1,2,É própria (a que você mora),April
2024-04-25,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Feminino,24 - 29,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,1,0 (caso ninguém tenha renda),707-1412,1,1,É alugada (a que você mora),April
2024-04-25,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,Mais de 3,Sim,0,Masculino,18 - 23,Preto,"Não ocupado (a), não está procurando trabalho e está disponível para trabalhar",Ensino Superior Cursando,1,1,1413-2824,2,2,É própria (a que você mora),April
2024-04-25,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Feminino,30 - 34,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Cursando,0,0 (caso ninguém tenha renda),2825-4236,1,1,É alugada (a que você mora),April
2024-04-25,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,3,Não,Não tinha como transportar o animal,Feminino,18 - 23,Pardo,"Está ocupado (a) trabalhando no momento, mas com horário ocioso (somente uma parte do dia preenchido))",Ensino Médio Cursando,Mais de 5,3,00,1,3,É própria (a que você mora),April
2024-04-25,map band,Whatsapp (grupo de faz parte),Não,0,Não,É o primeiro animal que tenho,Masculino,50 - 54,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,2,2,1413-2824,3,2,É alugada (a que você mora),April
2024-04-25,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,3,Não,Não sabia dos benefícios da castração,Masculino,45 - 49,Pardo,"Está ocupado (a) trabalhando no momento, mas com horário ocioso (somente uma parte do dia preenchido))",Ensino Médio Completo,4,2,4237-5648,1,2,É própria (a que você mora),April
2024-04-25,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,Mais de 3,Sim,0,Feminino,50 - 54,Preto,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Superior Completo,1,1,1413-2824,1,2,É própria (a que você mora),April
2024-04-25,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Masculino,30 - 34,Pardo,"Está ocupado (a) trabalhando no momento, mas com horário ocioso (somente uma parte do dia preenchido))",Ensino Fundamental Completo,2,2,00,2,2,É própria (a que você mora),April
2024-04-25,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,2,Sim,0,Feminino,50 - 54,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,2,0 (caso ninguém tenha renda),1413-2824,2,2,É própria (a que você mora),April
2024-04-25,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,Mais de 3,Sim,0,Masculino,24 - 29,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Fundamental Completo,0,0 (caso ninguém tenha renda),707-1412,1,2,É alugada (a que você mora),April
2024-04-25,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,3,Sim,0,Masculino,18 - 23,Preto,"Não ocupado (a), está procurando trabalho e disponível para trabalhar",Ensino Médio Cursando,2,1,4237-5648,1,2,É própria (a que você mora),April
2024-04-25,rio grande,Whatsapp (grupo de faz parte),Sim,1,Sim,0,Feminino,40 - 44,Pardo,"Não ocupado (a), está procurando trabalho e não está disponível para trabalhar",Ensino Superior Incompleto,3,1,5649 | +,3,Mais de 3 quartos,É alugada (a que você mora),April
2024-04-25,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Masculino,45 - 49,Preto,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,3,1,4237-5648,2,3,É própria (a que você mora),April
2024-04-26,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Masculino,60 - 100,Pardo,Fora da força de trabalho (caso não seja possível trabalhar),Ensino Superior Completo,2,1,4237-5648,2,3,É própria (a que você mora),April
2024-04-26,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,1,Sim,0,Masculino,50 - 54,Branco,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Superior Completo,0,0 (caso ninguém tenha renda),1413-2824,1,2,É própria (a que você mora),April
2024-04-26,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Feminino,60 - 100,Branco,Fora da força de trabalho (caso não seja possível trabalhar),Ensino Médio Completo,4,2,1413-2824,1,2,É alugada (a que você mora),April
2024-04-26,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Feminino,18 - 23,Branco,"Não ocupado (a), está procurando trabalho e disponível para trabalhar",Ensino Médio Completo,3,2,5649 | +,2,3,É alugada (a que você mora),April
2024-04-26,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Feminino,18 - 23,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Fundamental Completo,0,0 (caso ninguém tenha renda),1413-2824,1,1,É própria (a que você mora),April
2024-04-26,map band,Whatsapp (grupo de faz parte),Não,0,Não,É o primeiro animal que tenho,Feminino,30 - 34,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,0,0 (caso ninguém tenha renda),1413-2824,1,2,É própria (a que você mora),April
2024-04-26,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,0,Feminino,35 - 39,Branco,"Não ocupado (a), não está procurando trabalho e está disponível para trabalhar",Ensino Médio Completo,4,2,2825-4236,2,2,É própria (a que você mora),April
2024-04-26,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,2,Não,Não sabia dos benefícios da castração,Feminino,35 - 39,Pardo,"Não ocupado (a), está procurando trabalho e disponível para trabalhar",Ensino Médio Incompleto,4,1,1-706,2,2,É própria (a que você mora),April
2024-04-26,rio grande,Faixa,Sim,1,Sim,0,Feminino,45 - 49,Branco,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,2,0 (caso ninguém tenha renda),1413-2824,2,3,É própria (a que você mora),April
2024-04-26,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,Mais de 3,Sim,0,Feminino,60 - 100,Branco,"Está ocupado (a) trabalhando no momento, mas com horário ocioso (somente uma parte do dia preenchido))",Ensino Superior Completo,2,0 (caso ninguém tenha renda),1413-2824,2,3,É própria (a que você mora),April
2024-04-26,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,1,Não,É o primeiro animal que tenho,Feminino,18 - 23,Preto,"Está ocupado (a) trabalhando no momento, mas com horário ocioso (somente uma parte do dia preenchido))",Ensino Médio Completo,4,2,2825-4236,2,3,É própria (a que você mora),April
2024-04-26,rio grande,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,Mais de 3,Sim,0,Masculino,45 - 49,Pardo,"Está ocupado (a) trabalhando no momento, mas com horário ocioso (somente uma parte do dia preenchido))",Ensino Médio Completo,3,1,00,2,2,É alugada (a que você mora),April
2024-04-26,rio grande,Whatsapp (grupo de faz parte),Sim,1,Não,Não tinha como transportar o animal,Feminino,45 - 49,Preto,"Não ocupado (a), está procurando trabalho e disponível para trabalhar",Ensino Médio Completo,2,1,707-1412,1,1,É própria (a que você mora),April
2024-04-26,rio grande,Whatsapp (grupo de faz parte),Sim,1,Não,Não sabia dos benefícios da castração,Masculino,60 - 100,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Fundamental Completo,1,1,707-1412,1,1,É própria (a que você mora),April
2024-04-26,rio grande,Whatsapp (grupo de faz parte),Sim,Mais de 3,Sim,0,Masculino,45 - 49,Branco,"Está ocupado (a) trabalhando no momento, mas com horário ocioso (somente uma parte do dia preenchido))",Ensino Superior Cursando,1,1,00,1,1,É alugada (a que você mora),April
2024-04-29,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,2,Não,Não tinha condições financeiras,Feminino,60 - 100,Preto,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Fundamental Incompleto,2,0 (caso ninguém tenha renda),707-1412,1,2,É própria (a que você mora),April
2024-04-29,map band,Whatsapp (grupo de faz parte),Sim,1,Sim,0,Feminino,50 - 54,Branco,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Fundamental Incompleto,1,1,1413-2824,2,2,É própria (a que você mora),April
2024-04-29,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,Mais de 3,Sim,0,Feminino,55 - 59,Branco,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Superior Incompleto,1,1,2825-4236,1,1,É própria (a que você mora),April
2024-04-29,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,1,Sim,0,Feminino,35 - 39,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,4,3,1413-2824,1,2,É própria (a que você mora),April
2024-04-29,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,2,Sim,0,Masculino,18 - 23,Preto,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Médio Completo,4,3,2825-4236,1,2,É própria (a que você mora),April
2024-04-29,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Sim,1,Não,É o primeiro animal que tenho,Feminino,30 - 34,Pardo,Está ocupado (a) trabalhando no momento sem horário ocioso (com todos os horários do dia preenchidos),Ensino Superior Completo,4,1,1413-2824,1,3,É própria (a que você mora),April
2024-04-29,map band,"Por uma pessoa (parente, amigo, vizinho, etc.)",Não,0,Não,É o primeiro animal que tenho,Feminino,45 - 49,Branco,Fora da força de trabalho (caso não seja possível trabalhar),Ensino Médio Completo,4,2,1413-2824,1,2,É própria (a que você mora),April
